gene_name,protein_id,effect_type,effect_size,log_transformed_f_statistic,fdr
PA14_05110,A0A0H2ZKU7,stability,1.478830400673322,6.069776684928035,0.0299566299536492
rhlE,A0A0H2ZK67,stability,-1.7195721991637334,6.003641733411611,0.0599287824835215
azu,A0A0H2ZI65,expression/solubility,-1.4345657290988623,5.8606689989554965,0.00999241954379436
PA14_62650,A0A0H2ZI19,stability,1.6520962579554477,5.749655297022959,0.00499238125866201
np20,A0A0H2ZJL1,stability,3.056654307765615,5.395425358161198,0.0299302108065328
lpxD,Q02RB8,stability,-2.6483826156535106,5.29714511444779,0.124723713293338
dusC,A0A0H2ZDL7,stability,2.19115016286693,5.295657580768281,0.024883079505936
PA14_05060,A0A0H2ZK38,expression/solubility,-1.4625029176617985,5.291023654669309,0.0133031129080013
ycgB,A0A0H2ZLS6,stability,1.934720245502361,5.287977003601698,0.0165487468521405
PA14_62660,A0A0H2ZHV9,expression/solubility,-1.4227807311312664,5.253197747170061,0.0930126812509473
ppiA,A0A0H2ZDH5,expression/solubility,-1.1854706717868089,5.220253179754732,0.0124621922738237
rimI,A0A0H2ZHR2,expression/solubility,0.8553167464784744,5.1930196247893345,0.0249273418287503
PA14_11740,A0A0H2ZFX1,stability,-1.7481734153906885,5.164962114915261,0.0895861755343338
PA14_03710,A0A0H2ZK99,expression/solubility,-3.2107968417531385,5.081119068841362,0.0795351187468418
PA14_15350,A0A0H2ZE01,stability,-1.2575618397185933,5.055840790489091,0.0695065565072387
psiF,A0A0H2ZH44,expression/solubility,-3.1010854808016313,5.026074478813064,0.0139471487752023
moaC,Q02S84,stability,1.2701685927955964,4.992866301201018,0.0116136903713573
PA14_62690,A0A0H2ZHN3,expression/solubility,-2.9903999545516746,4.988234144034957,0.00994693436861088
PA14_56100,A0A0H2ZFD1,stability,-3.425254448695232,4.950441900369434,0.0123815805252428
PA14_15120,A0A0H2ZEY0,expression/solubility,-1.5474485141557337,4.931756178919358,0.00869686736655104
cheR,A0A0H2ZCU0,stability,-1.313226171300947,4.912176688832017,0.0750953469944714
nadK,Q02PQ1,stability,1.9372129447581166,4.877786141577726,0.00882817392251354
PA14_59845,A0A0H2ZM14,expression/solubility,-1.8698555389505405,4.8393997053192415,0.00893170279728312
PA14_09790,A0A0H2ZG74,stability,1.0309708303900105,4.837607553404396,0.013834456623414
PA14_04100,A0A0H2ZL15,expression/solubility,-1.1488208684652133,4.824515177964075,0.00811346459208869
fleQ,A0A0H2Z7X4,stability,-1.0403333384841944,4.805012511779862,0.0854532357735906
PA14_46900,A0A0H2Z8K3,stability,-1.6178494837092037,4.776414320019947,0.00743159942109334
PA14_66110,A0A0H2ZII4,stability,-1.2541636558019658,4.768714558218864,0.0824644549763033
exsD,A0A0H2Z989,stability,-1.2270717488726226,4.767857075472827,0.0741232227488152
fliJ,A0A0H2Z842,stability,2.2841540542168475,4.720739544025081,0.00761632119316475
fliY,A0A0H2ZKP3,expression/solubility,-1.0680402134709328,4.715480533091645,0.0070668285692407
PA14_27720,A0A0H2ZBF2,stability,-1.67373697831106,4.703860323837322,0.0164307987526985
rimM,Q02RL7,stability,3.059096816289706,4.697138140282701,0.0140492752629956
PA14_30980,A0A0H2ZBT8,expression/solubility,-3.3348804805456496,4.696095358620302,0.00659060162850652
lrp,A0A0H2ZAL8|A0A0H2ZJD8,stability,1.2314955217121981,4.695537002501647,0.0699931750966861
PA14_22480,A0A0H2ZDN8,expression/solubility,-2.932490573259058,4.6810838261026655,0.00617390305536412
ribC,A0A0H2ZFM3,stability,-1.3730039121470181,4.674836536517089,0.00580622784376788
sutA,A0A0H2ZJC1,expression/solubility,-2.439044857735965,4.613208596882252,0.00547940543346011
PA14_36605,A0A0H2ZLZ9,stability,1.2139152956085515,4.5953097435347745,0.0531075467572993
mucA,A0A0H2Z700,stability,-1.7775251351469836,4.588620816178571,0.0159432197087821
speB1,A0A0H2ZKZ0,stability,1.4530969666245717,4.521034853579326,0.0397710333313458
PA14_47550,A0A0H2Z792,expression/solubility,-1.913918642796827,4.513164350728911,0.00622447778711028
moaD,A0A0H2ZFJ5,expression/solubility,-1.8392674328287537,4.51248205586292,0.0317691252757737
parC,A0A0H2ZL55,stability,-1.3648859396350583,4.499045288440611,0.0821744627054362
dnaX,A0A0H2Z990,stability,-1.071293001017845,4.487294938258075,0.0765146306430014
PA14_27000,A0A0H2ZCL3,stability,1.9321932727046114,4.487137402598335,0.019576795739168
miaB,Q02SE8,stability,-1.0071131455922384,4.486528872246722,0.0709580941063008
PA14_19410,A0A0H2ZE52,stability,-1.1063218065970415,4.48018167761137,0.0661424291078269
amrR,A0A0H2ZA65,stability,1.5123437075363537,4.462233395830342,0.0625426685883335
mmsA,A0A0H2ZEC6|A0A0H2ZJV2,stability,0.9333883073383363,4.4614328062976405,0.0064010965869497
crfX,A0A0H2Z9X3,expression/solubility,-1.417981153342711,4.442608517188579,0.0264345199053922
PA14_17600,A0A0H2ZEP9,expression/solubility,-1.3426633518719158,4.438626966344299,0.0060915419641786
PA14_68260,A0A0H2ZHP8,expression/solubility,-0.8971993694247684,4.434641039050158,0.00581012867075033
PA14_23420,A0A0H2ZDI1,stability,-1.4981085690720217,4.412777350295026,0.0616734878746613
PA14_36200,A0A0H2Z9N7,expression/solubility,-1.225520811184198,4.40780901584781,0.00555318609848973
PA14_60110,A0A0H2ZG88,stability,-0.7181647232042584,4.375663323416351,0.0608941938094275
PA14_72360,A0A0H2ZJR7,expression/solubility,-2.3219977305324377,4.366886790413069,0.00613585021250527
PA14_31390,A0A0H2ZBQ4,expression/solubility,-1.5911134017282604,4.343253529114254,0.00627825767322183
murE,A0A0H2ZGP8,stability,-1.1338483728279767,4.339885447359973,0.0591601973892181
glgE,A0A0H2ZAS2,stability,1.4033213677464902,4.334506271988809,0.0254528572706325
tesA,A0A0H2ZBJ1,expression/solubility,-1.4916072810925174,4.31776623310659,0.00603207366669965
PA14_06010,A0A0H2ZKM0,expression/solubility,-2.9033939789787855,4.311368614990909,0.0205067300079177
thiI,Q02EP8,stability,1.2648313667408704,4.294592182337869,0.0185966772017301
PA14_62390,A0A0H2ZI07,expression/solubility,-1.56812322920522,4.288403552542401,0.00616693058281933
ssuE,A0A0H2ZEE3,expression/solubility,-2.7431992148214435,4.287555028012901,0.0170049665299071
pscL,A0A0H2Z9T1,stability,-0.933224268601636,4.281911720385031,0.0610180208662662
PA14_57970,Q02GX6,stability,-0.6655372495314196,4.281624611981439,0.0580371256944131
PA14_67940,A0A0H2ZIM1,stability,1.8755034786315712,4.277042918410961,0.0557705440473481
PA14_16610,A0A0H2ZEP5,expression/solubility,2.3352013407722465,4.275932321768565,0.00594203358345705
aprI,A0A0H2Z8A8,expression/solubility,-1.1798128468791196,4.271988913245558,0.00573264672198182
PA14_72640,A0A0H2ZIR4,expression/solubility,-1.0399551301394523,4.25887875499658,0.00618875129868307
PA14_46280,A0A0H2Z8X6,expression/solubility,-1.4808465319133182,4.25079603452411,0.0536999657443672
hpaG1,A0A0H2ZG57,stability,4.222379548177483,4.238826054950086,0.052611609965853
sbp,A0A0H2ZKY4,expression/solubility,-0.900633331782491,4.223373983918282,0.00724452041274868
PA14_29710,A0A0H2ZC91,expression/solubility,-3.283201276374117,4.216802039096032,0.00731757750275701
acdA,A0A0H2ZBW4,stability,-0.5354630696053542,4.19559172600614,0.0523847467273762
mscL,Q02G63,stability,-4.252237977293833,4.170516665758351,0.00797672914419868
PA14_72500,A0A0H2ZJS5,expression/solubility,-1.8838825478232943,4.167474354753187,0.0532906636983442
poxB,A0A0H2ZKR5,stability,-1.0191182860414716,4.157988359143879,0.0519680391288765
PA14_54630,A0A0H2Z795,stability,1.2807943856365287,4.157581209784847,0.0083092047734228
cycB,A0A0H2ZJ18,expression/solubility,-3.458550800993672,4.13239057565816,0.00917821063952935
kefB,A0A0H2Z8F7,stability,-0.7431354659243087,4.130477540943869,0.0524672170254601
PA14_14710,A0A0H2ZFC9,stability,2.076414653220473,4.116691632162573,0.0208810195371915
cpoB,A0A0H2Z7H9,expression/solubility,-3.431997472685765,4.101126197616986,0.0094567627022726
pilZ,A0A0H2ZD30,expression/solubility,-1.6475989036295617,4.098340710981344,0.055261245051235
PA14_21960,A0A0H2ZDS6,stability,1.4039516142702515,4.07897171417085,0.00971944578479355
acpP,A0A0H2ZD34,expression/solubility,-2.4490671939283053,4.0759360954070925,0.00945621331424192
ubiX,A0A0H2ZFJ1,stability,-1.3065455894116542,4.073645354408716,0.0556037809862452
PA14_03480,A0A0H2ZKX0,expression/solubility,0.8622043100599176,4.05525560223942,0.0345971493320611
narG,A0A0H2ZFJ3,expression/solubility,-0.9214095195161667,4.046583679617567,0.00970427616210047
PA14_56730,A0A0H2ZGK9,stability,0.9800021482017734,4.03921305561977,0.02141537216773
PA14_62170,A0A0H2ZHK7,expression/solubility,-2.992177284785081,4.025578407893906,0.0205817413842757
trxA,A0A0H2ZIU3,expression/solubility,-1.6705255333214237,4.023784349894133,0.00993918458321525
PA14_03350,A0A0H2ZKW0,stability,-1.12136003153581,4.0184123906528395,0.0577872275799225
mexE,A0A0H2ZAF6,stability,1.1468558502083157,3.990090054593311,0.00968910607464824
plsX,Q02PD2,stability,0.9597335616275936,3.977763925687159,0.00945093606648919
PA14_13420,A0A0H2ZEB9,expression/solubility,-1.859514310161796,3.9583442295882505,0.0234616907899474
ftsA,A0A0H2ZGN1,stability,-1.5606232105512214,3.9564916881967824,0.0631409039118876
glnS,Q02KT5,stability,1.7233296694636684,3.9452346968778738,0.0220265250191673
pcnB,A0A0H2ZHV5,stability,-1.6264159109178522,3.9299855395157315,0.064066852367688
PA14_10040,A0A0H2ZFZ0,stability,-1.4899773031140704,3.9252154817592273,0.0632329106683192
srmB,A0A0H2ZD66,stability,-1.3656348585501896,3.9224633163914016,0.0618945113943468
PA14_54490,A0A0H2Z5X0,stability,2.049073318442314,3.919143204160998,0.0110242936334424
popN,A0A0H2Z9M6,stability,1.4248930219572007,3.916485228303184,0.0600957277078532
spuB,A0A0H2ZKT2,stability,-1.2272634351924672,3.9142432069476625,0.0583941755719809
ydhD,A0A0H2ZD96,expression/solubility,-2.7671690651259944,3.9085800716136343,0.0107652112270997
dppD,A0A0H2ZGN6,stability,1.4785884797177349,3.903650837941556,0.0228813084635635
trhO,Q02I17,stability,-1.4432428780772313,3.900427758714822,0.0575381102589958
thiC,Q02F45,stability,0.9462239931986031,3.8880410698393693,0.0111618374510184
PA14_31430,A0A0H2ZBX4,expression/solubility,-2.116661744141381,3.882353818440712,0.0221260853304762
PA14_58060,A0A0H2ZGT1,stability,1.0934429158696886,3.880608949937061,0.011120432721049
PA14_71670,A0A0H2ZIH5,stability,1.5932758701833882,3.8776143672887637,0.0110804669487987
xseB,Q02SK9,expression/solubility,-3.0264307602504785,3.8689465215874734,0.0586859948562076
rpoZ,Q02E25,expression/solubility,-2.5400737202295045,3.859467331712833,0.01084100623535
cas6f,Q02MM2,stability,0.9084684734965086,3.848482269470761,0.0223981465920822
rpmC,Q02T72,expression/solubility,-2.087175949000485,3.8337179625587092,0.0108079081339533
yciL,A0A0H2ZDJ6,stability,-1.2370002822100912,3.8172807008363505,0.062876254180602
nirS,A0A0H2ZLD6,stability,0.7553223650371771,3.7986791312981247,0.0119309319891526
dacC,A0A0H2ZFH3,stability,-0.665630741510795,3.7895371971834804,0.0647541644763009
yegQ,A0A0H2ZII7,expression/solubility,-0.6890893163216858,3.787597796177704,0.0631282276851897
PA14_19950,A0A0H2ZE07,expression/solubility,-1.4622218983137016,3.778566020832554,0.0244509848313335
PA14_13990,A0A0H2ZFH8,expression/solubility,-1.1784237892540166,3.7738148713119033,0.0232806381055913
PA14_44620,Q02K16,expression/solubility,-2.356692148950799,3.7704840413720477,0.0122534937290502
hyi,A0A0H2ZLG7,stability,0.8501304276251279,3.7699867789943933,0.0617994082909982
PA14_45510,A0A0H2Z8V5,stability,4.112596238659362,3.7648177864122783,0.0614389223660747
PA14_11320,A0A0H2ZG04,stability,-0.8766280059975702,3.7514141597468793,0.0127476349561525
ldh,A0A0H2ZEE5,stability,1.1728340415229992,3.7512566189975676,0.0124971397671312
PA14_30090,A0A0H2ZC67,stability,-1.2678316895655992,3.7480812238297667,0.0122559221777032
cysH,Q02KP7,stability,-0.528192684024624,3.746520295938512,0.0120234761369817
pcrH,A0A0H2Z9G1,expression/solubility,-1.5407730424194057,3.73282809766745,0.0121415273890969
mutM,Q02U58,stability,-1.0874809784884374,3.7224914957937685,0.064638783269962
ybeJ,A0A0H2Z7E7,expression/solubility,-0.7472220572020939,3.7190718923973525,0.0635402671804101
rnr,A0A0H2ZI34,stability,-1.3857954685890923,3.718066603338984,0.0267438035515688
PA14_10480,A0A0H2ZFV3,stability,0.8179748783061422,3.7173227101805404,0.0620757455691278
narH,A0A0H2ZF54,expression/solubility,-0.8889634686504395,3.7037544426372535,0.0125908527303703
PA14_33560,A0A0H2ZBF9,stability,0.8289259956384455,3.6971915468841425,0.0630940096158151
PA14_70740,A0A0H2ZJF8,expression/solubility,-2.6875657540380793,3.696349894194047,0.0126937596148334
prmA,Q02FH0,stability,-1.0403767902346994,3.6892555071084234,0.0622884525182866
gatC,Q02GV9,expression/solubility,-2.5728807684788193,3.6819839796265477,0.0267462528823982
PA14_55750,A0A0H2ZGE0,expression/solubility,-0.3983876772996728,3.681917224123541,0.0631063905960976
PA14_20870,A0A0H2ZE66,stability,0.9208651482278347,3.6707365649422057,0.0131167343516841
cobM,A0A0H2ZD41,stability,0.7716545016753789,3.6702247623125226,0.0581785634370105
PA14_19210,A0A0H2ZEE1,stability,1.8720721894278625,3.6636050621512375,0.025988326007062
PA14_13500,A0A0H2ZFH4,stability,-0.8920641620655518,3.64592997384575,0.0640238293194717
nuoC,Q02ND1,stability,0.8355216028682472,3.643611037892487,0.0138430654417568
PA14_14810,A0A0H2ZF73,expression/solubility,-2.435438517722566,3.639996502684455,0.0136052020695633
metN2,Q02DK6,stability,1.632486874750971,3.638046962764377,0.0135288511351817
ppiC2,A0A0H2ZG60,expression/solubility,-1.1801627914348016,3.6300106063789204,0.0140598187216376
PA14_63880,A0A0H2ZHU9,stability,0.9684039049518363,3.625703581263571,0.0138289995938915
PA14_21510,A0A0H2ZDN6,stability,1.595366595387279,3.6177724577545045,0.0285442075283742
PA14_15560,A0A0H2ZF36,expression/solubility,-1.1990612617348948,3.6171679817817592,0.056529814563411
prpD,A0A0H2Z5Z3,stability,-1.3169504435951984,3.614284633639366,0.0645487401245292
deaD,A0A0H2ZCI6,stability,-1.6391420843505191,3.6078446654903558,0.0641231077730133
PA14_56510,A0A0H2ZGR6,stability,1.3730388625467755,3.606002275342185,0.0140444855212219
yafH,A0A0H2ZCS3,stability,0.8005457127352413,3.605492270026707,0.013820544685499
pscQ,A0A0H2Z964,expression/solubility,-0.9068142358185397,3.60548818039906,0.0536139925657895
lysA,A0A0H2ZJ02,stability,-0.7766259790059767,3.601614318538213,0.0137450948974582
aotJ,A0A0H2Z7A1,stability,-0.7786167473802199,3.6013387920265014,0.0135320305911381
PA14_66120,A0A0H2ZIC4,stability,-1.137201018899235,3.5891662287982498,0.066068720836968
orfN,A0A0H2ZDK1,stability,1.7950836819311546,3.589063830559625,0.0281121603113962
ftsH,A0A0H2ZGU2,stability,-0.6930555780414379,3.5722344428521775,0.0146999944580291
ybiT,A0A0H2ZAD9,stability,-1.6564281943778612,3.570558743490688,0.0670449140433555
mutY,A0A0H2ZIX4,stability,-1.024575865022574,3.5690476570087535,0.0660627513670562
PA14_25220,A0A0H2ZD78,stability,-0.9010760887124806,3.565335885193293,0.0148845560141445
PA14_04870,A0A0H2ZK22,stability,0.681773372063926,3.56306301483292,0.0146630414720679
uvrD,A0A0H2ZJB0,stability,-1.6260947541749018,3.5592058334362844,0.0663113818043395
ugpQ,A0A0H2ZD53,stability,-0.8443103187063729,3.5567501457749895,0.0652064756925877
nosZ,A0A0H2ZE88,stability,1.1034034372673196,3.542261741328965,0.0151049716229622
lasI,A0A0H2Z8S3,stability,-1.0774592865068118,3.5343284654214147,0.0659489440888412
fis,A0A0H2ZIA5,stability,-1.9673135164374953,3.5241159823396946,0.015015539615837
pscE,A0A0H2Z9P3,expression/solubility,-1.4733119894089681,3.522571271014267,0.0560173935285842
PA14_55760,A0A0H2ZGL9,expression/solubility,-2.1088229729660504,3.51011218089924,0.0330615335483007
PA14_56670,A0A0H2ZGK5,expression/solubility,-2.0379437863033885,3.508763841472499,0.0318394203057121
PA14_42010,A0A0H2Z9J7,stability,-1.0624055649989357,3.4988987410127685,0.0687606483662145
rnd,A0A0H2Z8K1,stability,-1.201884973776002,3.4947305891168514,0.0678202791650439
proB,Q02GB2,stability,-1.310676995949429,3.494244052744471,0.0669104204753199
nqrF,Q02PF8,stability,-1.2590524638423068,3.4796249498197853,0.067253537397606
gcvH1,A0A0H2ZJ30,expression/solubility,-1.2290841425841474,3.474282102501511,0.0170996192028492
PA14_24990,A0A0H2ZD72,expression/solubility,-0.9885239136569044,3.466980400502897,0.0168579297799171
PA14_56990,A0A0H2ZFJ4,expression/solubility,-0.6901674622280131,3.460763277246652,0.0669803777640875
PA14_68070,A0A0H2ZIL8,expression/solubility,-1.0637475278701818,3.454739460794101,0.0171193225048794
gor,A0A0H2ZA70,stability,0.9323046415163291,3.4547116008556094,0.0168832562479755
hemH,Q02G19,stability,-1.0403053376827267,3.4485060869062334,0.0671569899183782
exoU,A0A0H2Z7I6,stability,-1.0721847190866693,3.4481031140295486,0.0338077949556394
PA14_19430,A0A0H2ZD56,stability,0.7666927351726871,3.4463790904425484,0.0587375018653932
PA14_16390,A0A0H2ZEQ9,stability,1.1595909973051153,3.4457510704785843,0.054982465303686
PA14_28830,A0A0H2ZC75,stability,-1.4485877549097013,3.4414697810082675,0.0670341394025604
PA14_69600,A0A0H2ZI32,expression/solubility,-2.219919944909077,3.4384533890187248,0.0176197288129463
secA,Q02H37,stability,-1.4965462064376536,3.433229972352158,0.0667695825069126
gnyH,A0A0H2ZAE6,stability,1.2441555199850785,3.4286174670916836,0.0175017201500477
ppiC1,A0A0H2ZA78,stability,0.844702981719398,3.4278762383186883,0.0662297081015167
PA14_34770,A0A0H2Z9Z3,stability,-0.5871311849660358,3.4200048623375845,0.0176216941356842
thyA,Q02U73,stability,-0.6730970196361564,3.4107992450918103,0.0353347679904922
PA14_38370,A0A0H2ZAH3,stability,1.1650050413838928,3.409022200422316,0.0551187462030362
yegD,A0A0H2ZI21,stability,-1.4640976111783872,3.4083586597012565,0.066534293318205
PA14_64620,A0A0H2ZH56,stability,-1.2335058120805187,3.406225249433906,0.0656015185086929
PA14_07550,A0A0H2ZKW8,stability,0.9085971883822462,3.4057414079688892,0.0179703001454186
PA14_34250,A0A0H2ZBC2,stability,-0.7733226412632124,3.400881992224826,0.0177366594088341
PA14_39790,A0A0H2ZA02,stability,-0.707026755746043,3.39408605629477,0.0659010117582718
murA,Q02GZ1,stability,-0.5941711793925267,3.3894700885678595,0.0178479361089811
ygiR,A0A0H2ZH86,stability,-1.421240370954066,3.3870066098768485,0.0657929226736566
modA,A0A0H2Z8U0,expression/solubility,-1.125324172922538,3.378741761828977,0.0177327023602351
PA14_29130,A0A0H2ZB44,stability,-0.509439805071025,3.372952376288851,0.0664648755467289
arnB,Q02R23,expression/solubility,-0.8733779755555735,3.3724634101871427,0.0176200010823096
PA14_43710,A0A0H2Z8Y8,stability,0.732235769231586,3.371210800611569,0.0364635950353586
oprH,A0A0H2Z863,stability,-0.8919792171985348,3.368123307540977,0.0174008543534228
bkdA2,A0A0H2ZB02,stability,-0.736626864801515,3.3673965709997202,0.0658346254543606
PA14_58390,A0A0H2ZGN2,expression/solubility,-0.9278479983327468,3.3628455809100917,0.0174018466165191
fliG,A0A0H2Z7V2,stability,1.4445528074282625,3.3590554809594675,0.0361090882848839
secB,Q02EN8,expression/solubility,-1.2452754739214464,3.3551193237865924,0.017296228691385
PA14_71580,A0A0H2ZJK9,expression/solubility,-1.1290455017670329,3.35346670107811,0.0354994459955312
gpFI,Q02TE1,stability,-0.6367364708415498,3.35243037208506,0.0346585285384362
PA14_18070,A0A0H2ZED1,expression/solubility,-1.1679372161948471,3.3378671892579597,0.0676154352528134
selB,A0A0H2ZI04,stability,0.5399182531657406,3.3298508681378114,0.057399833484259
purD,A0A0H2ZI48,stability,1.1214019823484311,3.324378901768457,0.0183475371139727
ccmA,A0A0H2Z8W4,stability,0.8910352527441218,3.320209474869455,0.0371845470151289
dnaE,A0A0H2ZEI5,stability,-1.3839155298833812,3.310294036877704,0.0697148474219753
rplR,Q02T64,stability,-0.8498798060425221,3.3099759238239526,0.0183362341509294
PA14_66800,A0A0H2ZIQ0,stability,-0.7544856829560801,3.308210453660081,0.0553216094930424
PA14_61990,A0A0H2ZHJ7,stability,-1.4058214183196733,3.3011752754338035,0.0702816005698151
PA14_68250,A0A0H2ZIN9,stability,-1.3972776825293654,3.3006208552228187,0.0693808203111664
pepA,Q02RY8,stability,1.3307864828250155,3.2852202147682994,0.0188374378657779
fklB,A0A0H2ZHE1,stability,-0.8871154235494849,3.280773359615377,0.0187186723319703
PA14_70360,A0A0H2ZJ40,expression/solubility,-1.1551092545315595,3.2798992108499583,0.0185021430759292
tex,A0A0H2ZJ16,stability,-1.5158104898909863,3.2783652494097675,0.0712404508350919
infC,A0A0H2ZCH3,stability,0.725826542990183,3.2740839654184493,0.0183892278893175
rep,A0A0H2ZJC9,stability,-0.616635392867573,3.262392932295152,0.0705808429298772
PA14_67120,A0A0H2ZIH6,stability,0.9086841883391302,3.257856095107816,0.0578290858601693
pxpA,A0A0H2ZGP1|A0A0H2ZKC5,stability,0.9171833399311415,3.253546706428545,0.0412957199127233
PA14_67860,A0A0H2ZIL0,stability,-0.9084192461845857,3.2526869591687273,0.0190616682037135
PA14_41710,A0A0H2Z8L8,stability,-0.492993067459476,3.2507755796022404,0.0713259461050324
PA14_44390,A0A0H2Z9B1,stability,-1.4780595473362728,3.2418289293688787,0.0190411327449011
merP,A0A0H2ZF85,expression/solubility,-2.0122924381256304,3.239486242216025,0.0415500124839515
trmA,Q02FV3,stability,-1.2968646175079923,3.2302738431819886,0.0720482663815488
PA14_49330,A0A0H2Z7Z8,stability,1.3256423197755867,3.2222819212013625,0.0196908370807651
PA14_56210,A0A0H2ZGH9,stability,1.048482963194794,3.2222546157561696,0.0422531297070665
PA14_25810,A0A0H2ZD46,stability,0.8566964270480945,3.210498282959672,0.0734247482270858
PA14_36300,A0A0H2ZAT6,stability,1.054256420702919,3.191437386811819,0.0740950563539865
napA,Q02IZ4,stability,-0.7745714881705962,3.1805389547482674,0.0214624381503808
rplL,Q02T88,stability,-1.8067912492601006,3.1774867319499585,0.0213217376105113
PA14_32890,A0A0H2ZBD8,stability,-0.9406700470908984,3.172085561664605,0.0454216867469879
folK,A0A0H2ZHS1,stability,-0.7115502848858422,3.1552311960540798,0.078258677604878
phr,A0A0H2ZHU8,stability,1.100324167162075,3.1487041284834154,0.0780850920516793
sbcC,A0A0H2ZGE2,stability,-1.0979699642638472,3.144576470503533,0.0780203435370886
PA14_36020,A0A0H2Z9Q1,stability,1.0815943741048781,3.1406997312697045,0.0466394560062644
mtnC,Q02KH5,stability,-0.7187941018132542,3.1391305991096337,0.0776377466361798
fimX,A0A0H2ZHA6,stability,-0.7855770415693568,3.1350384057734226,0.0769494482890478
PA14_22270,A0A0H2ZCH4,stability,-1.4607750247805553,3.1317101609686264,0.0765847875689939
dnaQ,A0A0H2ZA09,stability,-1.3128387585581092,3.1300367420071775,0.0231300345224396
PA14_69340,A0A0H2ZJ63,stability,-1.3172744020198912,3.1288786562779203,0.0762266797318084
PA14_25520,Q02PE3,expression/solubility,-1.8228689544207648,3.1277652285808135,0.0229737394256652
cc4,A0A0H2ZJF2,stability,-1.8958689651446543,3.124726822461847,0.0229110923677779
ptsP,A0A0H2ZKE1,stability,-0.7292440210579543,3.1233243940315614,0.07567409069468
cysP,A0A0H2Z953,expression/solubility,-0.751979142365794,3.1209317518963897,0.0228493687588614
ispG,Q02RV7,stability,-0.4440759820813907,3.1110995259930294,0.0228773888338725
nirQ,A0A0H2ZL51,stability,-0.7418234691788568,3.110024123284986,0.0693481276005548
PA14_72050,A0A0H2ZIL9,stability,-0.952933419819952,3.1094221025802544,0.0761243856557851
potF,A0A0H2ZC59,expression/solubility,-0.8125247009781313,3.109053299413752,0.0665357212206306
PA14_61440,A0A0H2ZHT3,expression/solubility,-1.1664526325352245,3.1073551542563678,0.0756794517813779
PA14_04030,A0A0H2ZJV5,expression/solubility,0.5710365199054203,3.10503871584013,0.0751459544135167
PA14_21130,A0A0H2ZE45,stability,1.096011120465818,3.099607161659922,0.0229044480711288
rsfS,Q02SH2,expression/solubility,-1.492278143216235,3.0990553592876853,0.0226694771413934
ppsA,Q02KR1,stability,2.5888781637650236,3.0952045261766115,0.0224388981916531
arnA,Q02R25,stability,-1.0688483549676582,3.0924046843900994,0.0766319516162434
PA14_66090,A0A0H2ZI91,stability,0.827273085145664,3.0891918442806743,0.075905789681823
hemE,Q02EY3,stability,0.9639739188048062,3.0847236182541438,0.0227242695420363
pbpA,A0A0H2ZEK5,stability,-0.5783469862160121,3.0830653154704284,0.0764092683798198
PA14_12840,A0A0H2ZFL1,stability,0.7432371788579872,3.0779637877288746,0.0656538365616427
mqoB,A0A0H2ZHI8,stability,-0.8310750793347115,3.073097883653333,0.0493029552492792
pilR,A0A0H2ZG94,stability,-1.0671714213382801,3.071297959306231,0.0766216636140439
chpA,A0A0H2ZL32,stability,-1.055953771781661,3.0712493417899602,0.0757306878750582
PA14_13520,A0A0H2ZFL2,stability,0.7357911136207919,3.069309511102737,0.0230880444198719
slt,A0A0H2ZDA0,stability,-0.5065592121148689,3.068765476072091,0.0752188672503127
speD,Q02TB2,stability,-0.6884485201101952,3.0664961303801164,0.0744484857766377
PA14_71030,A0A0H2ZJH0,expression/solubility,-0.7725835644537793,3.0658234180036343,0.0230262478689476
mutS,Q02R92,stability,-1.5044409544056623,3.064124245092848,0.0736048527322965
PA14_70480,A0A0H2ZI87,stability,-0.6937380070690635,3.0552313160061586,0.023462026746351
rsaL,A0A0H2Z7N2,expression/solubility,-1.222319382284796,3.0544158921609044,0.0233970585333447
murD,A0A0H2ZGX6,stability,-1.0762832785917902,3.052290578199415,0.0739123383449162
PA14_49740,A0A0H2Z892,stability,0.5811719856153337,3.0520040129653525,0.023738970142056
PA14_42780,A0A0H2Z9D7,stability,0.5299327408909869,3.0514072001445514,0.0652432101347516
PA14_16560,A0A0H2ZDR1,stability,1.6119910958872137,3.0513031984485495,0.0235110095605533
rubA1,A0A0H2ZJG8,stability,-0.5736932102095923,3.050635712331081,0.0625366757297798
PA14_25800,A0A0H2ZBS8,stability,0.7749370771506626,3.0387224959379155,0.0240039721654775
PA14_72990,A0A0H2ZJX3,expression/solubility,-1.1609916336420754,3.0336943934045615,0.0511924102214284
fliD,A0A0H2Z834,expression/solubility,-0.611001017323147,3.0300507914118864,0.0240927282225926
PA14_70200,A0A0H2ZI72,stability,0.6583172895383829,3.021877397453099,0.0243358303655491
PA14_01520,A0A0H2ZJU8,expression/solubility,-1.9105859818242021,3.021247183797139,0.0241093004910113
trkA,A0A0H2ZJT5,stability,-0.5694246561357525,3.016664586068321,0.0772344133936339
rpsI,Q02H08,stability,-1.0128790160412575,3.0161884866755027,0.0241168117859263
PA14_00740,A0A0H2ZK65,stability,0.6400469138254603,3.014018899933601,0.0663555075847181
ygfF,A0A0H2ZDB3,stability,-0.995083625813559,3.012828334411109,0.0767226438303943
sltB1,A0A0H2ZFQ6,stability,-0.9045645418291217,3.0125528274354934,0.0239717335462016
rpsM,Q02T58,stability,-0.8035331746094955,3.012521389544186,0.0237535748349886
