representative,clustername,nObs,min_qupm,max_qupm,nCoeffsH0,nCoeffsH1,rssH0,rssH1,pEC50H1,slopeH1,pEC50_slopeH1,detected_effectH1,df1,df2,F_statistic,nObsRound,rssH1Squeezed,dataset,max_rank,rank,is_decoy,all_null,all_true,true_cumsum,null_cumsum,remaining_null,remaining_true,pi,FDR
fdoG,fdoG,50,14,37,10,24,0.12067286752027,0.100532195362622,3.30530930289447,-5.32998717116582,0.0174972755617144,stability,14,26,0.342000369394227,50,0.0042064850467273,true,95243,61820,0,94300,943,809,61011,33289,134,0.40253537204482,0.303573369392169
prfC,prfC,30,2,29,6,16,0.830112393029872,0.686694915614404,3.32522298731152,0.0272328814589978,0.0020441858798313,stability,10,14,0.341682065964678,30,0.0419739552354187,true,37370,21244,0,37000,370,281,20963,16037,89,0.554966639645819,0.414013013056772
ftsY,ftsY,50,6,20,10,24,0.185124205733718,0.156066314601317,3.37093696703532,-4.65624227512226,0.00976926583398187,stability,14,26,0.341387400681012,50,0.00607978984629779,true,95243,61875,0,94300,943,810,61065,33235,133,0.400180532571085,0.301691657054979
fnr,fnr,40,2,7,8,20,0.230048981090708,0.192493482766002,3.32562601897213,-0.000248355118394884,-0.0226481769154548,stability,12,20,0.340756521722127,40,0.00918434325064589,true,38784,24158,0,38400,384,321,23837,14563,63,0.432603172423264,0.321244916543718
fecB,fecB,50,5,9,10,24,0.160765070255962,0.135245943940224,3.32201249483252,7.43379157012089,0.0189945537877403,stability,14,26,0.338969045548776,50,0.00537746664710163,true,95243,62102,0,94300,943,811,61291,33009,132,0.399890938834863,0.30221597450219
mmuM,mmuM,50,2,4,10,24,0.331070895045193,0.282221890445854,3.32526604843485,-0.000933544958136166,-0.000531946765186595,stability,14,26,0.337600596426294,50,0.0103353330864161,true,95243,62236,0,94300,943,812,61424,32876,131,0.39846696678428,0.301421612903419
rng,rng,30,15,16,6,16,0.0477795779346302,0.0363537842092046,3.19854903166786,2.74020474650657,-0.000671572513999939,expression/solubility,10,14,0.335742933381508,30,0.00340313751665545,true,37370,21440,0,37000,370,282,21158,15842,88,0.555485418507764,0.416771648396712
accA,accA,50,4,19,10,24,1.01378558574575,0.872076108093986,3.30749771927227,3.64006595727563,0.0210332553946599,stability,14,26,0.334807733960774,50,0.0302325917827818,true,95243,62466,0,94300,943,813,61653,32647,130,0.398198915673722,0.301969960000393
rfaP,rfaP,20,4,6,4,12,0.0288276244772261,0.0186675451288308,3.32530610094445,0.101899685371185,-0.0021861877906008,stability,8,8,0.333495295992716,20,0.00380817940705572,true,49086,23881,0,48600,486,400,23491,25109,86,0.342506670914811,0.201145605161496
mdtB,mdtB,30,2,3,6,16,0.106178720590186,0.0852126888870551,3.36034895451964,5.69268333401246,0.0385463012630933,expression/solubility,10,14,0.332747124329897,30,0.00630089042703324,true,37370,21541,0,37000,370,283,21258,15742,87,0.552661669419388,0.415140698534182
dapB,dapB,50,10,16,10,24,0.105063841381521,0.0875338820568628,3.07125448338326,-7.04561259467716,-0.000792809653489943,expression/solubility,14,26,0.332307192192738,50,0.00376801941450327,true,95243,62681,0,94300,943,814,61867,32433,129,0.397743039496809,0.302299368851954
ybhL,ybhL,30,2,2,6,16,0.0645081352102996,0.0505323250729199,3.32534736735269,-0.000339592256899253,-0.00424018201622566,expression/solubility,10,14,0.329303862387103,30,0.00424404683141885,true,37370,21653,0,37000,370,284,21369,15631,86,0.550188727528629,0.413978271780256
allB,allB,20,2,3,4,12,0.233074301280944,0.183417661555383,4.30102999566398,-0.935515741193865,0.0469190943976122,stability,8,8,0.329061262682941,20,0.0188629920005985,true,49086,24094,0,48600,486,401,23703,24897,85,0.341406595172109,0.201804501879414
cobS,cobS,50,2,3,10,24,0.247378117063163,0.210905477298551,3.34595630072173,-0.211415733312405,0.0798165211695387,stability,14,26,0.328537563454703,50,0.00792965202280235,true,95243,63007,0,94300,943,815,62192,32108,128,0.39865454092438,0.304210100726001
csdA,csdA,50,6,11,10,24,0.151484571296257,0.127943619078242,3.30580060402712,-1.36574200144306,0.0268456335497641,stability,14,26,0.327704228142169,50,0.00513114095760653,true,95243,63089,0,94300,943,816,62273,32027,127,0.396540419021451,0.302619626393662
clpS,clpS,20,4,4,4,12,0.0986839694831138,0.0754071003587089,2.30102999566398,-2.75682301737238,-0.0397582882576539,expression/solubility,8,8,0.323540711805494,20,0.00899302169521036,true,49086,24329,0,48600,486,402,23937,24663,84,0.340591168957548,0.202804249038229
aroP,aroP,50,2,6,10,24,0.288901373636924,0.248057151503801,3.32524869971702,0.000629826891476197,0.000535216429551849,stability,14,26,0.317705045888816,50,0.00918287095478246,true,95243,63994,0,94300,943,817,63177,31123,126,0.404845291263696,0.313058885754792
pal,pal,50,9,12,10,24,0.20406956120904,0.174351869979436,3.32140336902662,-2.39124591170969,0.0247870405405722,stability,14,26,0.3169802422575,50,0.00669660738337641,true,95243,64054,0,94300,943,818,63236,31064,125,0.40239505536956,0.311074006373465
rfbC,rfbC,40,3,6,8,20,0.410896397106681,0.350853519783956,3.27136491505427,-3.28553945981542,0.0195392466200423,expression/solubility,12,20,0.315735749872149,40,0.0158473442182368,true,38784,25075,0,38400,384,322,24753,13647,62,0.454312303070272,0.34924200117697
yebG,yebG,30,2,3,6,16,0.242741894984961,0.201521657743482,3.1186671008453,-3.33782274499374,-0.027639769606045,expression/solubility,10,14,0.312297905093684,30,0.0131990117670219,true,37370,22233,0,37000,370,285,21948,15052,85,0.564709008769599,0.434885379806146
dcrB,dcrB,50,6,10,10,24,0.176680930432256,0.150985338463608,3.32525638843519,0.0010262417910097,6.37820812609425E-05,expression/solubility,14,26,0.310642598451226,50,0.00590839580753826,true,95243,64645,0,94300,943,819,63826,30474,124,0.406904246242699,0.317107086943669
ycaC,ycaC,50,4,9,10,24,0.565148700839591,0.490201175302283,3.32576018224184,-0.000994224375057157,-0.0348924073682051,stability,14,26,0.308535317535138,50,0.0173509947710496,true,95243,64843,0,94300,943,820,64023,30277,123,0.406248967863395,0.317186313042904
dacB,dacB,40,3,10,8,20,0.166987890963637,0.141033065775267,2.33323579187502,15.2790335985891,-0.0195583233269104,expression/solubility,12,20,0.308143223827417,40,0.00701914542259145,true,38784,25350,0,38400,384,323,25027,13373,61,0.456142974650415,0.353433133949719
nusA,nusA,50,4,34,10,24,0.617726731938656,0.536268177043915,3.19708044556518,0.605254851584703,0.0152103398966498,stability,14,26,0.307774852832776,50,0.0189049500087928,true,95243,64908,0,94300,943,821,64087,30213,122,0.40379968887565,0.315204758355344
dctA,dctA,30,2,3,6,16,0.134753695191253,0.1107446075179,3.34882186498687,-0.116125833856874,0.209471436085591,stability,10,14,0.307212013379064,30,0.00781515260724133,true,37370,22430,0,37000,370,286,22144,14856,84,0.565428109854604,0.437791610651061
atpG,atpG,50,14,18,10,24,0.181138064562496,0.155214170406239,3.33221132183945,-0.342436662868001,-0.498055608953679,stability,14,26,0.306014375863726,50,0.00605104489035992,true,95243,65063,0,94300,943,822,64241,30059,121,0.402541668052829,0.31459463865428
dsbB,dsbB,40,2,3,8,20,0.212735260281709,0.18083272618916,3.32585057491398,-0.00068159434662993,-0.0280378095822644,expression/solubility,12,20,0.305800681935677,40,0.00869371674021177,true,38784,25421,0,38400,384,324,25097,13303,60,0.451026084341878,0.349364248108892
hslR,hslR,20,4,6,4,12,0.153538360796919,0.121364233728825,3.32745218067643,3.17499044261006,0.0350290052290371,stability,8,8,0.304850833544744,20,0.0131925697454966,true,49086,25243,0,48600,486,403,24850,23750,83,0.349473684210526,0.215494318923861
glnA,glnA,50,11,25,10,24,0.45406253570924,0.394233411270268,3.5035192435257,9.11621595336212,-0.0109808923091589,stability,14,26,0.302790205813969,50,0.0141137619594062,true,95243,65360,0,94300,943,823,64537,29763,120,0.403185162786009,0.316164773398793
cysM,cysM,50,6,11,10,24,0.0603347387482181,0.0497761170673933,3.32532038880384,-0.000406428861956685,-0.00438917932515457,stability,14,26,0.302357565197573,50,0.00249435552380915,true,95243,65422,0,94300,943,824,64598,29702,119,0.400646421116423,0.314089290185421
gppA,gppA,20,7,8,4,12,0.0292346014637919,0.0197798539591787,4.30102999566398,5.83675331141565,0.0165347516190925,stability,8,8,0.302275522904335,20,0.00390982182983662,true,49086,25366,0,48600,486,404,24972,23628,82,0.347045877772135,0.214515585636776
rapZ,rapZ,30,7,10,6,16,0.283642964728115,0.237482149938173,3.2415811364945,3.40789346939713,0.0217965504758614,stability,10,14,0.301079332491719,30,0.0153317779762288,true,37370,22634,0,37000,370,287,22347,14653,83,0.566436907117996,0.44105106492564
aroA,aroA,50,3,14,10,24,0.342367867441067,0.297243535551305,3.29849328603507,-4.48946309684062,0.0191514983939599,stability,14,26,0.297283847309101,50,0.0108420507630309,true,95243,65904,0,94300,943,825,65079,29221,118,0.40381917114404,0.318547246531915
deoC,deoC,50,12,22,10,24,0.19779663235372,0.17063481505634,3.32561145272154,-0.000295830482538898,-0.0230635320188981,stability,14,26,0.29524643363167,50,0.00657122181999376,true,95243,66124,0,94300,943,826,65298,29002,117,0.40342045376181,0.318917055565843
mpaA,mpaA,50,3,4,10,24,0.646025881873187,0.564114826751463,2.30102999566398,14.7658576413668,-0.0125136597651019,expression/solubility,14,26,0.294834961723119,50,0.0198442871814036,true,95243,66167,0,94300,943,827,65340,28960,116,0.400552486187845,0.316470368168244
lolC,lolC,50,2,12,10,24,0.160659679102158,0.138190330182954,2.30102999566398,-1.01253895414689,-0.0723976166185696,stability,14,26,0.293046480273206,50,0.0054767881625215,true,95243,66338,0,94300,943,828,65510,28790,115,0.399444251476207,0.316033730847902
grpE,grpE,50,5,16,10,24,0.433234429210279,0.377736367431163,3.32836031628439,-2.86360322515654E-06,-0.184640908316243,stability,14,26,0.292399995971673,50,0.0135572753917578,true,95243,66403,0,94300,943,829,65574,28726,114,0.396853025134025,0.313911221593951
mdtA,mdtA,50,5,13,10,24,0.134946960866957,0.115705808423578,3.32525705904643,0.000926199284957662,2.8925554855582E-05,stability,14,26,0.291282790305339,50,0.0047183289827361,true,95243,66511,0,94300,943,830,65681,28619,113,0.394842587092491,0.312453686299059
rpiB,rpiB,30,2,5,6,16,0.620747302186881,0.526314588474401,3.32433974956731,8.74082430633711,-0.00570298852167502,stability,10,14,0.290902116258412,30,0.0324620236274232,true,37370,22992,0,37000,370,288,22704,14296,82,0.57358701734751,0.452177765342287
dgkA,dgkA,50,3,4,10,24,0.294209459300047,0.255762235476643,3.01501466228005,-2.95372538080076,0.0191778663736958,stability,14,26,0.290828493616978,50,0.00944278271687198,true,95243,66563,0,94300,943,831,65732,28568,112,0.392047045645477,0.310108741328141
modC,modC,40,2,7,8,20,0.490184890130341,0.424349357863801,3.58753767113974,1.44760550843031,0.0588344614708927,stability,12,20,0.289671925105779,40,0.0189396827239698,true,38784,26011,0,38400,384,325,25686,12714,59,0.464055372030832,0.366760808799506
rpmH,rpmH,30,3,3,6,16,0.285874105207304,0.240883972064404,2.4898205632999,7.28180052207381,-0.027675294432131,expression/solubility,10,14,0.289632285153668,30,0.0155335352614539,true,37370,23039,0,37000,370,289,22750,14250,81,0.568421052631579,0.447459479147696
poxB,poxB,50,12,22,10,24,0.201363362022141,0.174262302971301,3.37262630822665,-2.19597628491931,0.0253449044624554,stability,14,26,0.289200723449541,50,0.00669358606407716,true,95243,66716,0,94300,943,832,65884,28416,111,0.390625,0.309326171875
cysK,cysK,50,10,14,10,24,0.0666990498640623,0.0558349457215468,3.26582057509398,-2.03243801505399,0.048919352565047,stability,14,26,0.287544885294855,50,0.00269873497473402,true,95243,66856,0,94300,943,833,66023,28277,110,0.389008735014323,0.308325614788123
mdoH,mdoH,40,24,32,8,20,0.093495641613298,0.0784473886520441,3.32524900063524,0.000101654319951194,0.000471906813151538,stability,12,20,0.285924160240691,40,0.00438585210514867,true,38784,26146,0,38400,384,326,25820,12580,58,0.461049284578696,0.365162347479201
nudF,nudF,40,2,5,8,20,0.131756093106786,0.111969487606199,3.32528481301842,-0.000384203528309619,-0.00147282544558834,stability,12,20,0.28447203117962,40,0.00579629492881314,true,38784,26185,0,38400,384,327,25858,12542,57,0.454472970818051,0.359381103345969
damX,damX,50,11,15,10,24,0.295097187765413,0.257346606553077,3.22226102066419,-5.11167514699406,-0.0171976345853846,stability,14,26,0.28395171467511,50,0.00949622751769841,true,95243,67200,0,94300,943,834,66366,27934,109,0.390205484355982,0.310508119601548
ugpB,ugpB,50,6,24,10,24,0.136915971435077,0.117902503819415,3.32927838880273,-7.63374017126643,0.0206373775304528,stability,14,26,0.28338548686582,50,0.00479242901501585,true,95243,67255,0,94300,943,835,66420,27880,108,0.387374461979914,0.308136667840789
nagC,nagC,40,3,19,8,20,0.605583840598221,0.527044366591999,3.37454185783388,9.11599923794859,-0.00226539522656525,stability,12,20,0.281375489066246,40,0.0232605767791105,true,38784,26290,0,38400,384,328,25962,12438,56,0.450233156456022,0.35637052463144
yebE,yebE,30,2,3,6,16,0.26986691538327,0.228280652092246,3.32532200748428,-0.000342575704411643,-0.00350987162050313,stability,10,14,0.281253364220476,30,0.0147860500820266,true,37370,23326,0,37000,370,290,23036,13964,80,0.57290174735033,0.455081539722834
ghrB,ghrB,30,6,8,6,16,0.343546490810536,0.291522750725318,3.34803691506104,0.148469161243535,0.153595249060008,stability,10,14,0.280650380736865,30,0.0185368499941553,true,37370,23344,0,37000,370,291,23053,13947,79,0.566430056643006,0.448725501573581
rpsA,rpsA,50,15,52,10,24,0.753946817100154,0.66327280180634,3.29643316297321,19.3234096992229,-0.00900070084857701,stability,14,26,0.279299582115989,50,0.0231891337934043,true,95243,67625,0,94300,943,836,66789,27511,107,0.388935334956926,0.310724905340169
eutM,eutM,30,2,3,6,16,0.546626359727234,0.466312391198384,3.32797352910427,-0.000300525491293674,-0.168155268937237,stability,10,14,0.277870528980139,30,0.0289033777074613,true,37370,23454,0,37000,370,292,23162,13838,78,0.563665269547623,0.447110101824042
rplM,rplM,50,8,14,10,24,0.72118942583664,0.634799082386389,3.33444318385321,-1.60464983987024,0.027393532914078,stability,14,26,0.277603025202851,50,0.0222286439903383,true,95243,67785,0,94300,943,837,66948,27352,106,0.387540216437555,0.309976611828691
gatC,gatC,50,2,4,10,24,0.198478643012632,0.172956954468638,3.32542378423677,-0.000574587441678813,-0.00992461434386306,expression/solubility,14,26,0.274150404613134,50,0.00664955339283519,true,95243,68083,0,94300,943,838,67245,27055,105,0.388098318240621,0.311428059786284
ppsR,ppsR,20,5,7,4,12,0.0398369350468672,0.0293915486221348,3.32895197800909,0.360303488140787,0.30216567055856,expression/solubility,8,8,0.272689302998727,20,0.00478813539340651,true,49086,26715,0,48600,486,405,26320,22280,81,0.363554757630162,0.236265709156194
lolA,lolA,50,4,10,10,24,0.155021026063396,0.134617686541689,3.36673026559759,-2.69275291095783,0.0343232656786366,stability,14,26,0.272088658494694,50,0.00535627395302138,true,95243,68254,0,94300,943,839,67415,26885,104,0.386832806397619,0.310826384306264
argR,argR,20,2,2,4,12,0.180161197366385,0.146664905712828,3.43692715271265,-2.49203738991755,0.0302686890358123,expression/solubility,8,8,0.270052337279816,20,0.015504537005196,true,49086,26845,0,48600,486,406,26449,22151,80,0.36115750981897,0.23527721618724
feaB,feaB,20,3,4,4,12,0.0578275025389851,0.0445097257310779,3.32538092168737,-0.130079423241719,-0.00307851995403751,expression/solubility,8,8,0.269825292995945,20,0.00616962954993778,true,49086,26853,0,48600,486,407,26456,22144,79,0.356755780346821,0.231900022723722
yqiB,yqiB,30,3,4,6,16,0.73859831661815,0.63451837859165,3.40517436123554,-0.121875956830271,0.144540909918645,stability,10,14,0.267699181877904,30,0.0388794382173231,true,37370,23796,0,37000,370,293,23503,13497,77,0.570497147514262,0.457624384233028
mntP,mntP,20,2,2,4,12,0.48593214616985,0.402927480677022,3.32570853198655,-9.09488648321818E-05,-0.0286982768420239,stability,8,8,0.266575600856057,20,0.0389217285951311,true,49086,27008,0,48600,486,408,26610,21990,78,0.354706684856753,0.231341786373485
nuoJ,nuoJ,50,3,4,10,24,0.233311543297082,0.204621550814156,3.32566316405141,-0.0256164302851128,-0.0174822680516702,expression/solubility,14,26,0.265531263417407,50,0.00771767945882293,true,95243,68857,0,94300,943,840,68017,26283,103,0.391888292812845,0.317322214431563
murJ,murJ,40,4,5,8,20,0.176757322534817,0.153113467810605,3.32529130066915,-0.0006754429306994,-0.00143747387976889,expression/solubility,12,20,0.261752233347502,40,0.00752742852207831,true,38784,27067,0,38400,384,329,26738,11662,55,0.471617218315898,0.383285750253206
btuD,btuD,20,2,4,4,12,0.188694705525191,0.154789272389299,3.31026200398986,-4.22035120034124,0.00820994890350575,stability,8,8,0.260860161889515,20,0.0162469390162442,true,49086,27275,0,48600,486,409,26876,21724,77,0.35444669489965,0.232912209587359
priC,priC,40,2,4,8,20,0.190800235203714,0.165694284573148,3.32524064938394,0.000313600178067316,0.000900455900286948,stability,12,20,0.259677692294704,40,0.00805676657882811,true,38784,27139,0,38400,384,330,26809,11591,54,0.465878698990596,0.378477031552694
efp,efp,50,2,10,10,24,0.612445663539631,0.543141289186857,4.30102999566398,-10.7135038161942,0.00686593439541051,stability,14,26,0.258680299609223,50,0.0191367972792972,true,95243,69491,0,94300,943,841,68650,25650,102,0.39766081871345,0.324606601720313
mrcA,mrcA,40,2,26,8,20,0.393116922048667,0.344804708052834,3.32519639739285,0.000779386369677842,0.00188366645981117,stability,12,20,0.258196565653444,40,0.0155928403725938,true,38784,27186,0,38400,384,331,26855,11545,53,0.459073191857947,0.372459533756652
garK,garK,20,3,4,4,12,0.0774750137024328,0.0615389031486644,3.36647673040014,2.52982309959192,0.0407182247474017,stability,8,8,0.257840823483716,20,0.00772575029937744,true,49086,27423,0,48600,486,410,27023,21577,76,0.352226908281967,0.232151896158624
yfiH,yfiH,50,7,9,10,24,0.284182817819568,0.250721142772325,2.30102999566398,-7.97102580693993,-0.0011222245851693,expression/solubility,14,26,0.257757812781487,50,0.00927273404611719,true,95243,69578,0,94300,943,842,68736,25564,101,0.395086840869973,0.32252599874155
yigL,yigL,20,7,8,4,12,0.0464919846678997,0.0355440628317209,3.32621047660221,-6.88513955568189,0.0303036595404229,expression/solubility,8,8,0.255775825574614,20,0.00535035016091912,true,49086,27523,0,48600,486,411,27122,21478,75,0.349194524629854,0.230434401387126
yfhG,yfhG,50,2,5,10,24,0.721553875136186,0.641509295500473,3.32574686951153,-0.000702174106541102,-0.0301260321901637,stability,14,26,0.254619056956802,50,0.0224549962689929,true,95243,69873,0,94300,943,843,69030,25270,100,0.395726157499011,0.324044800144208
aroM,aroM,30,2,2,6,16,0.391316037509524,0.337274112933626,3.39737235522553,3.20679807443513,0.0278001440391929,stability,10,14,0.254311361686369,30,0.0212502989318056,true,37370,24264,0,37000,370,294,23970,13030,76,0.583269378357636,0.475543095211991
mraY,mraY,50,2,5,10,24,0.241626744637381,0.213132140483749,3.32526747112453,-0.000126539726757758,-0.000427985624323551,expression/solubility,14,26,0.254264727444941,50,0.00800476294360277,true,95243,69919,0,94300,943,844,69075,25225,99,0.392467789890981,0.321205125435065
feoA,feoA,20,3,5,4,12,0.430065161651148,0.360673329422898,3.37193835634352,0.084725785796156,0.349301697360502,expression/solubility,8,8,0.24739991484389,20,0.0350605578583344,true,49086,27943,0,48600,486,412,27541,21059,74,0.35139370340472,0.234896455957995
sapA,sapA,30,15,17,6,16,0.0236305318897404,0.0179279664263932,3.33909262849887,-7.94294042378658,-0.0070376972549002,stability,10,14,0.24682923869582,30,0.00231032818213842,true,37370,24539,0,37000,370,295,24244,12756,75,0.587958607714017,0.483202321539614
queG,queG,50,3,6,10,24,0.20725925895177,0.183252300059873,2.38098522286124,14.9614232491983,-0.036084575527352,stability,14,26,0.245079563565143,50,0.00699684116067395,true,95243,70776,0,94300,943,845,69931,24369,98,0.402150272887685,0.332813854832056
nfi,nfi,20,5,7,4,12,0.175487324091512,0.145330188360558,3.48862514957475,4.26112069258243,0.0304033622503547,expression/solubility,8,8,0.245059293102886,20,0.015382570963292,true,49086,28053,0,48600,486,413,27650,20950,73,0.348448687350835,0.233283443226407
nanM,nanM,50,2,7,10,24,0.15046164211938,0.132377483783823,3.33246078364736,-0.856116318801151,0.0343325318163755,expression/solubility,14,26,0.244612277206929,50,0.00528070630855612,true,95243,70825,0,94300,943,846,69979,24321,97,0.398832284856708,0.3299040716547
yedK,yedK,30,2,4,6,16,0.435311512451124,0.377630794637052,3.30030476270833,1.89181652754091,0.0294043764409608,stability,10,14,0.243957084892027,30,0.0236437969569938,true,37370,24627,0,37000,370,296,24331,12669,74,0.584102928407925,0.480128660509906
yejE,yejE,20,2,2,4,12,0.297236761539537,0.248776425610771,3.44748133117057,-3.48401808379476,0.030051900816113,expression/solubility,8,8,0.243907028720095,20,0.0248354548160535,true,49086,28107,0,48600,486,414,27703,20897,72,0.344547064171891,0.230555249245263
dicA,dicA,30,2,5,6,16,0.488874138919457,0.42457933259613,3.71606062122121,-29.4412320126002,0.00216769811990988,stability,10,14,0.24328061629187,30,0.0264282487044472,true,37370,24650,0,37000,370,297,24353,12647,73,0.577211987032498,0.47329439461961
rnr,rnr,30,34,42,6,16,0.116346420818258,0.099041530178587,3.20654062080848,12.3141293743387,-0.0118868550274362,stability,10,14,0.24301005367453,30,0.00712105955206595,true,37370,24657,0,37000,370,298,24359,12641,72,0.569575191836089,0.465579936172325
pdxY,pdxY,50,4,8,10,24,0.230508259661592,0.204308720789154,3.22080223657834,-7.66582825811316,-0.0050296593430042,stability,14,26,0.242813652005075,50,0.00770712691931533,true,95243,71002,0,94300,943,847,70155,24145,96,0.397597846344999,0.32932086080677
pqiB,pqiB,50,14,23,10,24,0.120206516206004,0.105401616307708,3.32531855757675,-0.00031007892048818,-0.00294691332034385,expression/solubility,14,26,0.241948084889083,50,0.0043707427994856,true,95243,71053,0,94300,943,848,70205,24095,95,0.394272670678564,0.326414066568262
yggT,yggT,40,2,2,8,20,0.441345635579279,0.390679147155068,3.29319411248144,-2.54331922635206,0.02541274840922,expression/solubility,12,20,0.240952200989595,40,0.0175230080959773,true,38784,27812,0,38400,384,332,27480,10920,52,0.476190476190476,0.394148020654045
lpxK,lpxK,30,2,8,6,16,0.644436615209994,0.561647995125242,3.3200940455201,4.18046028788096,0.0216649879082379,stability,10,14,0.239567053895671,30,0.0345575982750974,true,37370,24780,0,37000,370,299,24481,12519,71,0.56713795031552,0.464351309754992
msrB,msrB,50,3,8,10,24,0.929618554328296,0.833212773251997,3.32644970035897,-0.000935793529710978,-0.0688246177944698,stability,14,26,0.238096061900099,50,0.0289216342546018,true,95243,71388,0,94300,943,849,70539,23761,94,0.395606245528387,0.3286886802512
phoA,phoA,50,3,12,10,24,0.130843540778492,0.115182582433123,3.32525503757815,7.40832713031772E-05,0.000144579562437338,expression/solubility,14,26,0.237974092622368,50,0.00470067926086032,true,95243,71404,0,94300,943,850,70554,23746,93,0.391644908616188,0.325083704500077
ybiH,ybiH,40,3,4,8,20,0.338145635587639,0.299174521130719,3.3253543098655,0.000293558081832006,-0.0058570592823762,stability,12,20,0.237519553213437,40,0.013672949563406,true,38784,27934,0,38400,384,333,27601,10799,51,0.472265950550977,0.391441816851577
gcd,gcd,40,3,25,8,20,0.202951023616616,0.178666804360374,3.27065774931182,2.83937554292907,0.0455351438869053,stability,12,20,0.235241477940315,40,0.0086025855463027,true,38784,28021,0,38400,384,334,27687,10713,50,0.466722673387473,0.386890738265837
oxyR,oxyR,30,10,11,6,16,0.0567325452579552,0.0472367547984917,3.32524237854022,0.000252501282723902,0.000835851723995494,stability,10,14,0.234545549409312,30,0.00404859119406789,true,37370,24962,0,37000,370,300,24662,12338,70,0.567352893499757,0.466401901983033
yajI,yajI,30,2,5,6,16,0.786943783858037,0.6886082033345,2.51378545242706,5.45286915227891,-0.0203974199655969,stability,10,14,0.233645963574903,30,0.0420874296388229,true,37370,24990,0,37000,370,301,24689,12311,69,0.560474372512387,0.459719328337486
ydeJ,ydeJ,50,3,4,10,24,0.23019534997577,0.204975172006741,3.32524565962277,0.000222413831784151,0.00078980494791421,stability,14,26,0.233057263272967,50,0.00772960798648086,true,95243,71890,0,94300,943,851,71039,23261,92,0.395511800868406,0.330161725286612
srlR,srlR,30,4,7,6,16,0.279809801443582,0.243311200013003,2.90370264031598,-30.163856140348,-0.00820532114956168,stability,10,14,0.232808949104946,30,0.0156774907368903,true,37370,25023,0,37000,370,302,24721,12279,68,0.553791025327795,0.453320130368491
bioB,bioB,40,4,8,8,20,0.121666612294903,0.106226864149955,3.32089616183459,0.654305432363057,0.0287377919818081,stability,12,20,0.231632979384185,40,0.00555467395949544,true,38784,28135,0,38400,384,335,27800,10600,49,0.462264150943396,0.383610250633624
mukF,mukF,30,15,21,6,16,0.0994156314763964,0.0849012400741004,3.2591856450982,2.34552143034198,0.0293349797651978,stability,10,14,0.231031896807958,30,0.006282418836028,true,37370,25099,0,37000,370,303,24796,12204,67,0.54900032776139,0.44927432762942
rbsK,rbsK,50,3,11,10,24,0.97881236069124,0.881295238724828,3.32525379888412,0.000626585873697735,0.000233011646925985,stability,14,26,0.228051511810593,50,0.030543576127098,true,95243,72351,0,94300,943,852,71499,22801,91,0.399105302399018,0.334925234932246
menB,menB,30,9,14,6,16,0.0678627192323433,0.0574361814271831,3.28020633965475,-2.31533372126331,0.0319652192971509,stability,10,14,0.224057740609712,30,0.00465350484066615,true,37370,25351,0,37000,370,304,25047,11953,66,0.552162636994897,0.454934788447736
ydcF,ydcF,20,6,6,4,12,0.0454064905953149,0.0357783139630845,3.3068173244632,-15.9361129734251,-0.00962877308434274,stability,8,8,0.224046306154231,20,0.00537175595387998,true,49086,29075,0,48600,486,415,28670,19930,71,0.356246864024084,0.246110785339048
dhaM,dhaM,20,6,12,4,12,0.333923920080422,0.283749070813571,3.32517907570102,0.000937008433677756,0.00398391979016223,stability,8,8,0.223745196127242,20,0.0280312438743473,true,49086,29094,0,48600,486,416,28688,19912,70,0.351546805946163,0.242432085792873
cdh,cdh,40,6,9,8,20,0.131498595711806,0.115607428589693,3.32525951158872,-0.000741462581126775,-0.000128006019984973,stability,12,20,0.222589257686801,40,0.00594936135105898,true,38784,28447,0,38400,384,336,28111,10289,48,0.46651764019827,0.390305874512309
gadC,gadC,50,8,9,10,24,0.139060193709927,0.123592644968201,3.33986904036131,-0.394792861415818,0.0884348524519777,stability,14,26,0.221657808355764,50,0.00498437171385364,true,95243,72928,0,94300,943,853,72075,22225,90,0.404949381327334,0.342165611479104
trpS,trpS,40,2,14,8,20,0.312346299242573,0.278444876254142,4.30102999566398,4.68016304371836,0.0219477071056048,stability,12,20,0.220699467298227,40,0.0128007494397423,true,38784,28507,0,38400,384,337,28170,10230,47,0.459433040078201,0.384042395816111
fklB,fklB,40,3,10,8,20,0.188863154794158,0.16770466520922,3.36255612466431,-5.42131960751828,0.0181558710893113,stability,12,20,0.216574245615452,40,0.00814135337468655,true,38784,28660,0,38400,384,338,28322,10078,46,0.456439769795594,0.382464117164226
trpC,trpC,20,6,14,4,12,0.0240076293753744,0.0176022549538586,3.3201259710153,0.206160141788337,0.267974056905165,stability,8,8,0.215766025444885,20,0.00371083353386419,true,49086,29472,0,48600,486,417,29065,19535,69,0.353212183260814,0.246189738764402
edd,edd,50,2,14,10,24,0.349516202785967,0.315120735342098,3.32524256588222,0.00055486714980034,0.000832070843843671,stability,14,26,0.21466134069391,50,0.0114450934443604,true,95243,73590,0,94300,943,854,72736,21564,89,0.412724911890187,0.351521770389282
nuoB,nuoB,50,2,12,10,24,0.160858605391598,0.143841521451725,3.16024907410708,2.54725199153671,0.0238134335664566,stability,14,26,0.214472659950939,50,0.00566741698444586,true,95243,73612,0,94300,943,855,72757,21543,88,0.408485354871652,0.347604315373062
